Open,High,Low,Volume,SMA50,SMA200,MACrossover,RSI,RSI_Signal,BB_Mid,BB_Low,BB_High,Hour,DayOfWeek,Month,Date,Close
404.9140539106463,116.96891928275667,307.4246754662936,9113,393.723995593243,103.27932845238487,1,28.710911092756973,39.939534804355084,182.9594871316546,266.37305481296846,305.69678716894896,5,4,5,2020-01-16,173.36180394137352
419.1254595434538,206.1304550221868,198.33897699736013,7825,354.3758306965734,459.52614992253865,1,10.463780692762558,46.04268223666015,470.45829890823427,413.9108433533631,183.31254345003202,21,5,10,2020-01-17,221.69689718381508
274.2333259251732,340.62155171992964,243.2558866116578,8867,449.9950752210606,472.44818077734027,1,76.35020847203663,90.69742930684787,186.27452556394826,464.8271380502503,343.42813514546026,20,5,1,2020-01-18,309.9025726528952
427.1336864700086,218.62396488237226,495.802133353729,5264,133.09532139482863,484.4083743060853,0,51.07920304988839,89.39876737572474,202.25681172351005,385.042429434837,389.19998383749964,12,3,11,2020-01-19,272.7780074568463
148.08362214824336,385.7696656284969,373.7256995701379,8968,466.0333333432299,105.23061366984594,1,55.67687198974907,96.60970640879096,218.80809152432653,269.1129362262416,249.53603438618077,13,2,1,2020-01-20,216.49165607921677
317.79563918433985,403.6021130087724,479.59226681880057,9146,217.33945066803582,168.6803346201236,0,41.1255187910329,88.51049850905204,407.4152388045664,126.3160968065701,334.1806787429755,6,5,1,2020-01-21,344.74115788895176
102.30346419924862,141.00638562658978,157.02262201324623,8776,296.2777383707936,361.50580123729446,1,46.033723160273524,0.8200709427645614,271.0425949768119,423.87877482423505,300.9207620657785,4,5,12,2020-01-22,155.79754426081672
229.83433196010813,305.5417856827071,252.85578993302772,9558,275.4445743758575,110.18907669404285,1,11.601738712300314,64.14608523322197,427.73384961224747,481.09714925058813,178.21935934244087,13,1,9,2020-01-23,216.85785941408727
246.58461394855914,303.55622223642234,321.8927213129417,9719,404.12466044176955,125.44359847060029,0,67.29178242869764,6.823768310304079,413.9414849423154,244.98530409197053,392.0043955098311,17,4,8,2020-01-24,246.5447373174767
258.4690766437021,247.71230808621644,130.7032247554952,5886,268.133323772737,188.43154947737676,1,43.244735960521375,27.25942863799854,471.7961691069866,160.76242039557584,420.58121112961896,3,0,11,2020-01-25,282.4279936868144
378.18688267594484,473.16994502786883,101.67497745118314,4935,477.42125825976376,304.9759074975537,0,81.67675731295833,57.830762947058034,402.6416620416219,230.6015357882223,359.517246234867,0,1,6,2020-01-26,414.07038455720544
255.4232405081383,431.0025279492885,368.173733518767,5619,461.0135530554302,318.361023706723,1,19.62872001430761,70.0613818407539,120.76446786762514,333.0489432712985,229.55841110842053,6,1,10,2020-01-27,179.8695128633439
279.47744904901225,378.8837527638547,356.7278067205741,6191,448.8644607878026,113.70444911740174,0,20.505509341883577,65.46320259170952,434.91250947962334,226.77160131289446,470.7169977637205,19,6,6,2020-01-28,305.69377536544465
195.01765234973098,385.730654293999,264.3155239998447,7875,128.50333305929115,168.14690031261244,1,64.57595715306877,4.905836740864322,475.22903868216446,344.24749207854154,282.1433551980497,12,4,6,2020-01-29,336.965827544817
249.30071665173602,284.68645752524765,295.857630412813,8856,441.70322462157577,299.88226933386215,1,84.60034233973968,10.360386956955203,497.4756770198676,486.74089289785223,206.35139415403916,3,0,4,2020-01-30,118.58016508799909
190.9078509052606,468.39780843863036,266.1772002368358,6401,412.6541781772842,337.5762483773621,0,47.21978386181753,12.858681293127338,150.10703765298604,368.293797323073,263.2938483287826,12,0,5,2020-01-31,343.01794076057536
129.27836950737745,377.83817090131413,109.60201793795554,4022,141.4051788024524,159.36067859448616,0,72.69538687331,9.141437676969112,345.3093077306138,245.06374651424866,376.83003676328394,3,3,10,2020-02-01,168.2096494749166
341.3794373525511,391.59242466232655,234.14864248698498,6738,142.96573017448875,259.53656477878826,0,99.93299214930856,17.823442326932227,179.78346635366375,474.30118858861397,438.37271426369966,2,1,3,2020-02-02,126.0206371941118
367.2851194220065,444.6763615149381,170.83290215891594,6984,140.46552460701648,461.76057460678095,0,99.02656397289282,68.84877913115594,205.0038563650396,326.25410748045755,242.63019971314904,7,6,3,2020-02-03,479.5542149013333
347.7961384038458,209.6286357368764,139.36967564054748,2770,104.53303728179502,499.5597148184688,1,74.43368428217,83.08372511591529,398.23373528914317,151.34895941302665,193.04977840374988,19,2,10,2020-02-04,486.25281322982374
285.39761752022895,422.8283615466812,482.6881735557399,9989,319.4537220778334,494.8857819324565,1,73.95864896782489,40.88138900734103,491.0670870796241,299.59240207750463,350.59725273408196,7,5,7,2020-02-05,423.35893924658444
251.91431207169194,178.09624118259683,339.74389001686626,4215,489.35771657441734,452.66980411474896,1,24.761888719890568,69.27815064283436,337.94220058520915,361.45457796401996,468.4860400425142,16,1,5,2020-02-06,221.84550766934828
445.3334598287301,238.13678089795513,391.4625136946411,7694,275.4738811599174,257.8640351799783,1,83.35396315437737,20.00162612658265,440.23378792889895,435.3017463266954,173.31734542376864,14,2,8,2020-02-07,139.06884560255355
307.6327140544872,234.2441817079371,226.145497306447,3976,316.30300075494256,374.62971682991366,1,40.51021270471205,97.32801516334081,103.55352153153117,474.59071468305893,421.2077529197466,3,2,5,2020-02-08,373.69321060486277
291.6727510518924,491.4101873556562,257.2588517976061,4737,487.1879187079822,266.63689111367944,1,96.19939098668226,34.99975228576183,114.6526559398477,226.9664534865541,290.64287259499366,5,4,12,2020-02-09,276.0609974958405
110.25682632257427,442.6148894991707,194.76959755868938,1752,202.07289150969228,359.41081072968115,0,8.142768870693551,84.58669062048351,338.68973493034537,162.20494563161472,419.8050015848367,23,1,4,2020-02-10,148.81529393791152
236.49913105046255,380.4679446361039,138.7862683861699,2392,443.3881010393052,223.7729883877933,1,43.5840368872726,94.53663726293871,255.59324064017565,129.53145687755296,302.21645990931637,21,4,3,2020-02-11,298.0707640445081
252.07824751434282,390.82270464615607,171.6126549766335,7789,318.55618688469445,342.48090144413277,1,55.58404876834986,86.47139628753023,455.9031259892615,395.3418410833131,250.93110972088772,5,3,12,2020-02-12,113.75540844608736
259.5291123587602,324.82911776102844,419.0056181185943,1677,327.79060586520427,309.5033986211399,0,40.51562070861648,6.7067651540288935,220.79276523429348,418.06330108617277,378.69640008386034,9,2,2,2020-02-13,463.7281608315128
332.0689476909329,478.83626684340766,371.0183220735103,1105,237.2695428829134,109.79210632527997,1,21.057919050494334,65.0307157307256,272.820411001619,263.7492507712667,460.2509178379589,3,0,3,2020-02-14,203.51199264000678
313.4410186907514,298.50350115294464,318.77155039419074,5753,324.6337443867633,416.2811614984455,1,59.298848878250986,12.00907065715512,311.1636791326273,258.37016286945163,228.10069214807243,8,2,7,2020-02-15,365.0089137415928
343.16203711737785,252.2070839479578,290.03594914670725,2946,129.25700379131356,104.75913289806225,1,75.59179146251375,0.5663000525796713,209.215533154499,481.6948126618528,284.29925399774874,15,3,8,2020-02-16,224.6844304357644
405.9533046168513,165.21413477263638,468.9737134624498,6544,405.8574290456449,217.2623769013207,0,64.48385960201965,5.178344394306745,463.3979469813177,466.67253003213096,191.760250678609,6,2,5,2020-02-17,308.0272084711243
425.1942954864374,414.4822609044232,129.09397911146738,2095,213.87510461770867,102.36962618160095,0,23.44488488080395,91.61491964470572,285.81343386323886,193.3063607668173,173.3637854469403,13,4,11,2020-02-18,318.68411173731187
387.24923049059777,393.7775728302366,212.24032529516637,7985,455.04333179758197,250.48056531807927,1,73.1607944368524,90.84635142603938,269.6622436476068,412.3230590999229,411.15605695687003,5,1,1,2020-02-19,173.94178221021082
482.2094783819739,253.74201540965396,239.9751414282856,2782,247.14027784298338,125.26421126565572,0,25.689780604456324,22.58243877640338,439.90121957373304,349.080158493176,180.26564667537696,0,0,3,2020-02-20,487.83385110582344
107.29303307054465,110.07736558369174,412.97032488511513,5541,157.12964419475304,465.4043867324965,1,17.520236292404,54.706121479862624,224.7913606591594,161.68909564785596,417.32726853377994,17,4,4,2020-02-21,410.05312934444584
178.31119427341844,435.5989310872043,497.00584806478855,4257,378.35262974739396,266.2717180651474,1,69.06680154387222,95.50282622659262,426.9861378043844,242.70841883462415,271.6868207361058,11,5,10,2020-02-22,475.7995766256756
103.02514999125685,104.56719338162945,196.2682059028612,7213,165.83125788540116,283.798309945764,1,84.2787246113929,49.670612969676256,148.9091410885398,170.98917652299298,498.01948936308634,21,1,12,2020-02-23,457.93094017105955
358.9898856618412,381.4799118516204,449.7229336548322,5869,401.4722062171962,239.94009443634195,0,48.15394476965744,39.35778201457579,173.11541334595984,218.06241552873544,178.9365672765157,14,0,4,2020-02-24,339.1599915244341
459.2122195799948,488.10284389042283,432.2491041727165,2561,487.24489456244663,351.00246168070646,1,53.139179313843776,48.324869404462454,480.33666646869386,346.12047030934065,137.1911970051304,0,3,12,2020-02-25,468.74969400924675
197.39291863051972,275.06453125928135,189.86295905670664,5006,411.8211475181047,413.7632466472815,1,30.274757047123245,79.02157615519442,436.9789963230832,250.10618841737588,130.17322784139824,14,2,1,2020-02-26,135.3970008207678
470.81381791852266,193.9893619983811,259.733032079689,4981,108.97969937252986,359.25869721959117,1,49.46180151100322,47.72776325332353,255.1595605825625,257.62380793434284,434.16720188968026,14,0,10,2020-02-27,178.3931449676581
124.10695611582435,381.9484040173527,263.86914771700765,6682,339.9543152211099,399.282847358051,1,13.19829980124072,78.32776812823695,355.3825794868118,315.85891704687594,275.1105244233373,15,6,9,2020-02-28,118.09091556421522
473.77441072220574,426.85125680623406,491.28826741062335,6782,378.1642683878897,462.3894654037042,1,95.58308296829901,43.16974456409329,477.1880757723823,134.8896555366891,101.24973985894866,20,5,12,2020-02-29,230.13213230530573
240.64907489585377,318.57212643113894,172.35676055155932,1943,430.1833303185141,445.4186126685715,0,80.03606536565962,25.200567121138285,184.7435611456337,395.5189159397659,449.9085450013344,0,3,10,2020-03-01,255.4709158757928
140.5683313796866,486.81411010245847,419.66318844191284,5550,122.40092357560006,369.62338110147834,1,66.79730608221848,32.647272981862066,123.60418808920026,260.68381336533605,450.7684027641218,2,1,4,2020-03-02,208.53961270955836
294.34870367453027,120.66748866318444,233.67708566924398,1600,292.04313118091454,185.85518516177143,0,53.819437168440295,7.782346463716594,314.9872258021221,292.1588352809281,422.56666960751636,11,6,2,2020-03-03,431.4950036607717
202.71062708820318,301.91823932181126,392.34813831046415,7376,314.1483490553577,355.0811404167715,1,79.21691362279645,49.73811444092764,157.03875146543731,489.7198915418527,199.327393209937,6,0,9,2020-03-04,242.70133067743572
213.94916078476913,387.38157892902,268.00440171826517,2524,167.64994505767123,302.43323829620437,0,49.47572395858043,14.8110924889023,174.92763708455004,237.7467553273016,249.10108802686923,4,3,4,2020-03-05,212.3738038749523
222.9159859705146,445.0561884596716,331.34390524661603,4766,228.97992388425985,386.88769240416804,1,29.99739081545325,81.15470063347328,456.61567589263177,359.2875743895702,397.97049007819345,0,1,4,2020-03-06,317.0784332632994
421.21035913306537,171.70224476311603,433.04470933045246,1250,276.0886905024661,433.17265935716597,1,16.037423516667204,42.059057415689416,102.96138345795653,257.00172691832427,295.7412501630341,0,6,11,2020-03-07,156.36968998990505
315.6645106701018,420.00139270547254,421.66622599355367,1078,433.2838751831206,397.08859887456697,0,64.75855888018073,76.5002323991723,426.7280105855474,457.71308747347126,161.530630689421,14,6,6,2020-03-08,420.8787923016159
224.52307966240147,321.0828302874181,446.56927341588005,4123,471.76302642808275,438.6244679845141,0,92.94257450265141,95.44604275386335,306.78031053424303,438.7025067980158,197.11930581106895,7,4,8,2020-03-09,129.82025747190832
344.13351332436736,258.62147279598526,123.84693013786361,8064,351.3691315670692,125.54654933640954,1,15.361855350435116,84.9477949713236,323.71775505812013,196.64970870495372,489.03581470062295,10,2,5,2020-03-10,494.7547746402069
386.4602696892774,152.68601143163744,376.82022121589796,9417,257.97807440858486,112.64801529498558,0,18.001804505080678,95.14636797458196,368.707184182545,376.6982850443602,160.40524697084248,13,3,12,2020-03-11,408.89790771866296
209.0496002934135,446.11830356356495,155.99495068870516,2209,201.61240711959437,203.40022707983758,0,43.36060334095351,56.79365268707303,272.5779969232042,126.0687983588828,390.4323026712754,22,6,8,2020-03-12,179.48627261366897
265.4196406101406,162.90928327188612,266.3274272073644,6153,492.8540737744602,460.26643364345136,1,80.6899347919689,16.532443398054188,146.2447552769659,485.274155811956,291.2073226638156,12,4,1,2020-03-13,102.20884684944096
148.75443733477903,223.9151436836397,319.4353660218754,5898,493.20799923054335,429.46370039358953,1,29.392272897150463,93.53959541837006,141.12808952192952,239.59604320566302,399.4406638208639,18,5,4,2020-03-14,426.18457138193367
172.45973981387212,216.01821278497476,261.09579389873227,3178,469.9907792940139,373.09091911812465,1,25.391292467002813,86.85043905967709,401.74487967357703,432.7371090339068,364.44529645775725,11,5,1,2020-03-15,382.74293753904686
372.4471415859931,448.56561367634174,307.844670321203,8610,414.2676599511277,380.30346697588635,1,61.99662914628339,86.44129910669285,188.41405730691395,227.372546430924,275.6668762217304,21,1,3,2020-03-16,391.60286721639494
172.57533907825078,369.0811976835592,498.61052351944767,9895,230.3118174982473,390.668187703285,1,53.56147818743319,69.32744274087185,111.24067344705767,353.1082964787488,241.56432987322685,18,6,11,2020-03-17,408.5081386743783
310.06535346682404,418.6725588765489,154.08692548514188,3544,426.80019339905226,477.0410801938988,0,6.022036444523627,62.49162621860794,491.84555563957645,493.4363167937327,401.7437017424502,3,6,7,2020-03-18,129.61786069363615
383.6185046889731,200.1871595169996,370.18241813457024,6522,263.517206908469,432.87646092302305,1,8.148997730927654,1.4723891861331495,492.1566077442773,450.6999452526521,229.25648250393058,3,0,1,2020-03-19,243.38629141770903
142.75076923789754,349.94963984279957,258.4003865542461,3370,230.70923926201806,349.356154810819,0,64.30129801847661,74.80540690881162,251.25653493751196,164.14636396196295,415.10859203542736,2,6,5,2020-03-20,146.34762381005189
326.9248878515614,328.69839325749945,153.2039195629315,4281,397.94614338651184,366.2861741028562,1,46.51235991477796,9.153511748280573,110.20953782284528,318.9953732597885,371.9372265329808,5,2,1,2020-03-21,445.2413703502374
202.6251134805455,433.13215071530846,163.4947053497238,5710,131.86157104816917,185.49610482444876,1,97.0977191589147,25.97509361025758,390.90586343709987,239.41271284587606,331.06766809326757,4,1,6,2020-03-22,349.3192507310232
485.1707500950319,462.4348241925042,479.70924249824674,1328,119.42508931826467,362.927530062509,0,67.85314107300647,55.149029535133685,432.4048241942677,273.7355406593167,247.52035396091892,10,3,9,2020-03-23,232.35920994105967
293.4182586879699,104.86270859095472,451.8405986847048,6579,279.18147887247426,269.8716049673834,1,1.0073661993231453,45.17325848760416,150.0054760463239,234.07325168750742,182.03254310654995,8,6,3,2020-03-24,125.42334011440946
422.39701991006325,369.6079676235171,462.81678416600874,5228,278.25552032886475,161.1847482422975,0,48.10187798004618,1.5774389771445962,154.1834459636945,234.38369927820526,384.16792049626554,2,2,11,2020-03-25,224.3929286862649
320.0906168625047,120.73431964789161,496.6131103309546,7794,458.257661225534,422.5611276986297,0,41.44479350354795,82.39850584517123,428.88959987871624,317.02129751064456,136.53969086823236,8,6,11,2020-03-26,230.07332881069883
117.36501314192766,319.54346603094234,183.32615600340716,1120,150.46123851512672,304.0988399212582,0,10.67138599937687,87.88009580859264,468.7629554860939,176.78560364926102,488.2169024623039,11,4,12,2020-03-27,391.84247133522564
353.2605502376089,215.0530916174713,242.1757349456247,7749,149.31357098096512,490.97001667576865,1,92.320883587219,68.18729434967669,416.30193466965983,314.95817009334587,491.499165846195,2,2,6,2020-03-28,355.0229885420853
480.56133688266283,222.71063980885648,367.68761196994666,1964,158.98104018996048,212.67174178980997,1,80.50112990817236,54.10678586568224,180.29797966781183,211.58617487932037,152.08904638325546,19,4,4,2020-03-29,454.88509703053063
340.64472805853245,241.18340138094263,293.5210159442589,5224,111.89450451784104,292.2680449220307,1,23.00859084200019,96.07378388994714,264.60848777368835,215.59316169671985,141.5741291889209,16,1,6,2020-03-30,288.8859700647797
427.6755437707161,348.51697961984405,267.3558133513334,4675,128.69269512596335,279.19818186754725,1,25.59807588429972,11.995620774819194,340.33697034636566,395.4992116142491,265.08669083321206,20,6,2,2020-03-31,147.83769837532068
453.68258533936313,233.61998626750767,243.12449973423722,6694,363.9479467316156,148.31180897303148,1,3.2018053319450956,73.79100536649891,164.1173895283315,111.83744142397431,485.47330890420085,11,0,4,2020-04-01,385.297914889198
191.231908779573,393.07962023611213,337.5122527773809,3076,272.6337316470037,270.44611153231176,1,29.671745157904095,12.836061289519785,184.24099705300333,252.37830506952284,260.1243596924452,17,5,7,2020-04-02,404.31401944675895
184.81793596329067,261.81095422954786,330.2373714560328,7865,405.44122683520544,215.02138256836997,0,58.46220089133536,38.18447989234157,213.154428827422,263.01375206145804,245.52084337293394,3,2,11,2020-04-03,324.5108790277985
344.3923955403967,127.34128012398344,164.58313362569604,6643,497.0390874326641,164.12818854677374,1,42.084338838666824,58.548450917097874,303.8053081163346,294.0440558872691,381.43402359950846,9,0,6,2020-04-04,408.3868719818244
264.4113879226819,413.5039369936429,288.6959350073756,9524,363.6138724396005,212.8622336144557,1,96.92554637196808,73.70876905043524,304.321954871019,367.60440989181546,171.49249463809082,17,0,9,2020-04-05,297.5182385457563
435.94452114668815,214.3033298370824,321.3887104839399,6249,120.1822282480495,193.30067650655678,1,5.608016926367087,0.3716100271983991,425.71780773902105,247.87471309483462,245.32939342950058,7,5,11,2020-04-06,309.0931317527976
460.0092493592045,273.10675183970505,328.1147754925562,2316,141.82514590173662,393.6294124023512,1,59.143015889901065,26.05978863717762,401.2040802750502,185.254841722582,216.5229785097951,8,2,7,2020-04-07,271.0164073434198
241.36855172108724,374.17755328876063,184.0428771649407,2196,452.4016339258831,112.31007130366405,0,85.8309440507048,53.82003914098203,465.4942700439768,453.94913621852345,340.6138490522505,18,6,1,2020-04-08,110.16765069763808
194.74822358979281,232.9824628594848,396.90855690091473,4170,310.9983778233046,346.9850991652885,0,48.07409124097226,53.2873679161507,433.16068912983854,492.4154506724848,165.10115448566552,12,2,6,2020-04-09,143.15657079732176
412.21020609754476,122.63426245868625,110.07963792842786,1355,429.934863758296,404.2645368094426,0,0.29627205603968143,63.7626434946264,201.55101932226188,108.00587726917313,319.4805022424945,5,0,11,2020-04-10,112.5716742746937
209.92241421925445,249.56841880512545,241.93274221726506,1028,442.6449344899704,292.2893825875893,0,24.28014998262752,30.385358086822244,232.51870772159995,318.58674040027915,443.01863597473795,21,3,3,2020-04-11,354.56416450551217
429.0457274054714,477.77943307772136,412.0850594142534,2013,471.06981659980767,472.62599200316737,0,32.376897566796615,54.05292510889357,300.16929745301354,236.6809516436793,305.6682186830408,6,3,8,2020-04-12,225.74239243053069
269.49530145950513,356.69375891942326,325.55716842216094,3024,479.9316821945463,383.15227809461413,1,96.59944945574624,18.978677743457638,105.70845382545784,210.7958301548837,373.39864683923406,20,2,1,2020-04-13,303.42827646588114
367.0199597165882,368.5916594668828,204.4649730043441,9490,321.9303186013225,399.1694605245669,0,91.17732818386995,18.687221440345546,461.56080251348857,234.28255634797418,130.09920707117314,5,0,10,2020-04-14,463.0265895704372
138.21412553386727,352.9128614550559,377.98124773721906,6839,236.40806890241356,178.7733949763481,0,94.91705051076303,57.656396342260685,117.73768502493569,355.5511025704802,279.6022316988172,10,0,2,2020-04-15,199.71689165954996
349.5437298706292,179.5968555837747,326.95637766242936,6791,484.74594973919943,410.9182303356294,1,82.57584576169683,68.5472585045341,228.97650832665454,176.28640409191797,137.95726697434077,16,1,3,2020-04-16,264.1531692142519
280.70707149489164,267.33354564091206,418.49744378255485,1754,318.9625624004901,432.83789443324594,1,35.164773411390435,12.039996668128794,327.66991647856264,465.1442846631801,339.7846703146628,18,0,3,2020-04-17,402.22045541721945
334.64338527018964,400.3759193453273,394.01007447592934,9961,125.70108918184442,244.50655536239583,0,90.58764220962006,12.278990190422334,307.1365554427463,286.4458099757903,212.4217484695274,11,5,7,2020-04-18,191.51926619664897
167.20568309794538,140.54915902126368,344.04316881449387,4735,357.110620023946,185.34522721318848,1,98.16845059370488,56.53026914604504,361.7839571303499,230.23073325973135,214.90633239669918,20,3,8,2020-04-19,130.7919639315172
394.74949797767283,211.1411104358849,295.2710701243256,2238,335.07390015800434,254.02027168144667,1,35.00713122749529,27.009575228364557,311.0080701176836,406.2125326190396,130.7066948579923,20,1,9,2020-04-20,215.90058116550722
445.1188310172914,210.52764338634145,153.27285026700935,2906,458.3171491578824,395.8431876000549,0,26.055596598644893,39.23991022411144,191.60057028121375,106.53866609447707,224.09514457629376,23,6,7,2020-04-21,164.48851490160177
186.69592003631027,272.8075710378024,204.5332071541535,8399,361.274875663125,267.0556023474811,1,54.69162927822213,40.07484476475779,180.43127511754875,272.7411462952147,302.67087084283895,12,5,8,2020-04-22,471.87906093702924
138.2858222080647,492.147496376874,267.63978916683413,8961,239.62096978462054,394.66075008991515,0,18.715219259893,17.85528592849164,462.89882763019943,242.12144040049196,333.86404126870457,17,6,11,2020-04-23,423.2481518257668
109.45543441853457,127.00101867352878,339.7197148025555,5601,486.49029028232815,145.42581639101508,0,3.2624221406380216,0.1314633430626433,205.58669469423702,235.28396399589377,126.66622051032931,6,3,6,2020-04-24,353.36150260416935
356.7886001773064,307.480397752238,305.4831420861219,2460,420.6477943928134,422.40468419539377,1,94.58311711158697,85.31518099690074,212.3908935518054,234.82854483623328,360.5836742864281,22,5,2,2020-04-25,448.58423607508706
342.8376144355123,171.7458728048842,215.2738103838118,8669,352.1670473525418,201.28299265694295,0,92.57406324414193,71.50019688976883,265.18115844013784,112.50855109890696,295.55030430139783,4,4,1,2020-04-26,421.4688307596458
318.678965085628,488.27061816389767,102.58574311588421,2416,217.17008136124917,199.5715950858375,0,16.265385376212105,69.05385581155656,155.7753308599896,160.8465612035359,314.7632031656939,15,2,3,2020-04-27,174.62802355441434
192.77883844639018,145.32140189098567,298.4956887603256,8766,249.41611852571822,336.1523860815443,1,40.77402469297194,54.65051381133197,302.9091377692962,156.75406372496576,433.1186695071179,21,4,9,2020-04-28,457.0235993959911
256.3623983622059,261.4404009446365,214.25039542489725,2428,367.98796963866266,128.04721829879585,1,83.10363132726856,70.09696545781205,366.01270468085255,495.4442019278088,236.89057812194662,3,2,7,2020-04-29,315.7368967662603
337.7905340744692,395.15399393384246,393.84332028421403,5378,128.7923273853287,110.51909067386742,1,66.1000298820853,93.56883775476258,414.40019683094675,108.8663023562447,169.62044454601389,22,3,2,2020-04-30,422.976062065625
298.70674354366776,381.8217712109781,109.5785061081934,8529,202.6722366601054,204.4114661173797,1,39.478750917071395,66.56737362292911,384.58169674569166,166.82946254079928,320.72407028278167,0,3,1,2020-05-01,458.4365199693973
495.11420808595494,269.09145475757293,333.93112452231634,5474,385.5603733586392,315.22702029392906,0,74.4170997182819,26.509140192744994,159.0543856321055,489.66980346347873,478.0087670140955,3,4,2,2020-05-02,227.20138998874555
154.57590102269324,238.6096671810873,476.58969500242614,4071,292.0074039378484,463.0465544900909,1,89.70473882101909,57.0560051740898,282.42685798836953,351.30263752400174,307.1478476724525,2,5,3,2020-05-03,144.0207698110707
378.0578216190375,259.0449514211482,169.76370684459982,1555,260.95742592577204,438.57407052292274,1,92.61583305258681,44.23244033662102,115.43448032327137,280.2668482426925,432.7648696478026,3,6,6,2020-05-04,191.17406501677667
261.72750724171686,205.71050526345573,288.65979630023816,9547,160.5830489601658,296.17858396839017,0,37.8849611922189,55.64191311121495,107.11919868837971,131.50437321854795,402.81282178441325,0,2,12,2020-05-05,270.8431154505025
271.2798459702459,182.13317548271993,136.56879672685528,2563,276.739613791093,114.82079747739711,0,17.356068007281888,51.7610477412825,276.05216730952026,367.86446465315066,307.3323148039326,11,2,9,2020-05-06,427.20590636899726
387.03910626327047,293.215879023556,350.2727649045411,2040,408.27678830409354,314.10109385172365,0,91.28388581939751,85.87752852284649,201.18419778305162,155.12119507250713,359.021911061369,12,1,8,2020-05-07,444.2922333025374
376.97446052974783,207.41350242704294,320.2126722384902,3686,205.6051384287572,381.9182399701182,0,9.255544586102825,65.18001033810671,373.3443179493451,368.47444886367265,262.6720736386634,1,0,10,2020-05-08,102.78085221247628
496.50239748087535,214.98466595890005,262.94620968513294,3553,102.15941687347096,235.6658130100135,1,72.16883912281637,18.875847793410394,389.696314725365,491.67059888002336,312.25147563887754,8,5,9,2020-05-09,304.2989210310263
